Key,english,german,latam,french,italian,japanese,polish,brazilian,russian,turkish,schinese,tchinese,spanish,bulgarian,czech,danish,greek,estonian,finnish,hungarian,indonesian,lithuanian,latvian,dutch,romanian,slovak,slovenian,swedish
modVehicleLawnTractorGrassCollectorSchematic,Grass Collector Mod Schematic,Gras-Kollektor Mod Schaltplan,Esquema del colector de hierba,"Schéma de la modulation du collecteur d'herbe","Schema del mod. Collettore d'erba","グラスコレクターMOD回路図",Schemat modyfikacji kolektora trawy,Esquema do coletor de grama,"Схема травосборника","Çim Toplayıcı Mod Şeması","集草器改装示意图","集草器改裝示意圖",Esquema del colector de hierba,"Схема на колектора за трева","Schéma modifikace sběrače trávy","Skema til græsopsamler-mod","Σχηματική αναπαράσταση συλλέκτη χόρτου",Rohukollektori modi skeem,Grass Collector Mod kaavamainen,"Grass Collector Mod vázlatrajz",Skema Mod Pengumpul Rumput,"Žolės kolektoriaus modifikacijos schema","Zāles savācēja mod. shēma",Grass Collector Mod Schema,"Schemă de colector de iarbă Mod","Schéma modulu zberača trávy",Shema modula zbiralnika trave,"Schematisk bild för gräsuppsamlare"
modVehicleLawnTractorPlantCollector,Plant Collector Mod,Pflanzensammler Mod,Colector de plantas Mod,Plant Collector Mod,Raccoglitore di piante Mod,"プラントコレクター改造","Mod kolektora roślin",Mod. coletor de plantas,"Мод Plant Collector","Bitki Toplayıcı Modu","植物采集器","植物采集器",Colector de plantas Mod,"Растителен колектор Mod","Mod sběrače rostlin",Mod til plantesamler,"Μονάδα συλλογής φυτών",Taimekollektori moodul,"Kasvien kerääjä Mod","Növénygyűjtő mod",Mod Pengumpul Tanaman,"Augalų kolekcionieriaus modifikacija","Augu kolekcionārs Mod",Plantenverzamelmodus,Mod colector de plante,"Zberateľ rastlín Mod",Zbiralec rastlin Mod,Plant Collector Mod
modVehicleLawnTractorPlantCollectorDesc,Install this mod onto the Lawn Tractor to harvest wild crops and flowers; these will be deposited into the vehicles inventory.,"Installieren Sie diesen Mod auf dem Rasentraktor, um wilde Pflanzen und Blumen zu ernten; diese werden dann im Inventar des Fahrzeugs abgelegt.","Instala este mod en el Tractor de Césped para cosechar cultivos silvestres y flores; estos se depositarán en el inventario del vehículo.","Installez ce mod sur le tracteur de pelouse pour récolter des cultures et des fleurs sauvages ; celles-ci seront déposées dans l'inventaire du véhicule.","Installare questa mod sul trattorino per raccogliere i fiori e le colture selvatiche, che verranno depositati nell'inventario del veicolo.","このMODを芝生トラクターにインストールすると、野生の作物や花を収穫できる。","Zainstaluj ten mod na traktorze do trawy, aby zbierać dzikie rośliny i kwiaty; zostaną one umieszczone w ekwipunku pojazdu.","Instale esse mod no Lawn Tractor para colher colheitas e flores silvestres; elas serão depositadas no inventário do veículo.","Установите этот мод на газонный трактор, чтобы собирать дикие культуры и цветы; они будут помещены в инвентарь машины.","Yabani mahsulleri ve çiçekleri hasat etmek için bu modu Çim Traktörüne yükleyin; bunlar aracın envanterine kaydedilecektir.","将此改装件安装到草坪拖拉机上，可收获野生作物和花卉；这些作物和花卉将存入车辆库存。","將此改裝件安裝到草坪拖拉[机機]上，可收獲野生作物和花卉；這些作物和花卉將存入車輛庫存。","Instala este mod en el Tractor de Césped para cosechar cultivos silvestres y flores; estos se depositarán en el inventario del vehículo.","Инсталирайте тази модификация на трактора за трева, за да събирате диви култури и цветя; те ще бъдат депозирани в инвентара на превозното средство.","Nainstalujte si tento mod do traktoru na trávu, abyste mohli sklízet divoké plodiny a květiny; ty se uloží do inventáře vozidla.","Installer dette mod på plænetraktoren for at høste vilde afgrøder og blomster; disse vil blive deponeret i køretøjets inventar.","Εγκαταστήστε αυτό το mod στο τρακτέρ γκαζόν για να συγκομίσετε άγριες καλλιέργειες και λουλούδια.Αυτά θα κατατεθούν στο απόθεμα του οχήματος.","Paigalda see mod murutraktorile, et korjata metsikultuuride ja lillede saaki; need kantakse sõiduki varudesse.","Asenna tämä modi nurmikkotraktoriin korjataksesi luonnonvaraisia kasveja ja kukkia; ne talletetaan ajoneuvon varastoon.","Telepítsd ezt a modot a gyeptraktorra, hogy vadon termő növényeket és virágokat szüretelhess; ezek a jármű leltárába kerülnek.",Pasang mod ini ke Traktor Rumput untuk memanen tanaman dan bunga liar; ini akan disimpan ke dalam inventaris kendaraan.,"Įdiekite šį modifikavimą į vejos traktorių, kad galėtumėte rinkti laukinius augalus ir gėles; šie augalai ir gėlės pateks į transporto priemonės inventorių.","Uzstādiet šo modifikāciju zāles traktoram, lai novāktu savvaļas augus un ziedus; tie tiks nogādāti transportlīdzekļa inventārā.",Installeer deze mod op de gazontractor om wilde gewassen en bloemen te oogsten; deze zullen in de inventaris van het voertuig worden gedeponeerd.,"Instalează acest mod pe tractorul de gazon pentru a recolta culturi și flori sălbatice; acestea vor fi depuse în inventarul vehiculului.","Nainštalujte tento mód na trávnikový traktor, aby ste mohli zbierať divoké plodiny a kvety; tie sa uložia do inventára vozidla.","Ta modus namestite na traktor za trato, da boste lahko pobirali divje pridelke in rože; ti se bodo prenesli v inventar vozila.","Installera denna mod på gräsmattetraktorn för att skörda vilda grödor och blommor; dessa kommer att deponeras i fordonets inventarieförteckning."
modVehicleLawnTractorPlantCollectorSchematic,Plant Collector Mod Schematic,Pflanzenkollektor Mod Schema,Esquema del colector de planta,"Schéma du collecteur de l'usine","Schema del collettore dell'impianto","プラント・コレクター改造概略図","Schemat modyfikacji kolektora roślin","Esquema de modificação do coletor de plantas","Схема коллектора завода","Bitki Toplayıcı Mod Şeması","电厂集热器模型示意图","電[厂廠]集熱器模型示意圖",Esquema del colector de planta,"Схема на модния колектор на завода","Schéma modifikace sběrače rostlin",Skema over modifikation af plantesamler,"Σχηματική αναπαράσταση συλλέκτη φυτών",Taimekollektori modi skeem,Plant Collector Mod Kaavio,"Plant Collector Mod vázlatrajz",Skema Mod Pengumpul Tanaman,"Augalų kolektoriaus modifikacijos schema","Augu kolektora moduļa shēma",Schema Collector Mod,"Schemă de colectare a plantelor Mod","Schéma modulu Plant Collector Mod",Shema modula zbiralnika rastlin,"Schematisk bild för modifikation av växtsamlare"
modVehicleLawnTractorCropsCollector,Crop Harvester Mod,"Mähdrescher Mod",Cosechadora Mod,"Modèle de moissonneuse-batteuse",Mietitrebbia Mod,"農作物収穫機MOD",Crop Harvester Mod,Mod. colheitadeira de culturas,Crop Harvester Mod,"Ekin Biçerdöver Modu","农作物收割机","農作物收割[机機]",Cosechadora Mod,"Комбайн за зърнени култури Mod","Modifikace sklízecí mlátičky","Mod til høstmaskine","Καλλιεργητής συγκομιδής καλλιεργειών Mod",Saagi koristusmasinate moodul,Sadonkorjuukone Mod,"Termény betakarító mod",Mod Pemanen Tanaman,"Pasėlių kombainas Mod","Ražas novācējs Mod",Gewasoogstmodus,Modul de recoltare a culturilor,"Modul zberača plodín","Žitni kombajn Mod","Mod för skördetröska"
modVehicleLawnTractorCropsCollectorDesc,"Install this mod onto the Lawn Tractor to harvest player planted crops, wild crops and flowers; these will be deposited into the vehicles inventory.","Installieren Sie diese Mod auf dem Rasentraktor, um vom Spieler angepflanzte Feldfrüchte, Wildpflanzen und Blumen zu ernten; diese werden im Inventar des Fahrzeugs abgelegt.","Instala este mod en el Tractor de Césped para cosechar cultivos plantados por el jugador, cultivos silvestres y flores; estos se depositarán en el inventario del vehículo.","Installez ce mod sur le tracteur de pelouse pour récolter les cultures plantées par le joueur, les cultures sauvages et les fleurs ; celles-ci seront déposées dans l'inventaire du véhicule.","Installare questa mod sul trattorino per raccogliere le colture piantate dal giocatore, le colture selvatiche e i fiori; questi verranno depositati nell'inventario del veicolo.","このMODを芝生トラクターにインストールすると、プレイヤーが植えた作物や野生の作物、花を収穫することができる。","Zainstaluj ten mod na traktorze do trawy, aby zbierać zasadzone przez gracza rośliny, dzikie uprawy i kwiaty; zostaną one umieszczone w ekwipunku pojazdu.","Instale esse mod no Lawn Tractor para colher colheitas plantadas pelo jogador, colheitas silvestres e flores; elas serão depositadas no inventário do veículo.","Установите этот мод на газонный трактор, чтобы собирать посаженные игроками культуры, дикие культуры и цветы; они будут помещены в инвентарь машины.","Oyuncuların ektiği mahsulleri, yabani mahsulleri ve çiçekleri hasat etmek için bu modu Çim Traktörüne yükleyin; bunlar aracın envanterine kaydedilecektir.","将此MOD安装到草坪拖拉机上，可收获玩家种植的作物、野生作物和花卉；这些作物将存入车辆库存。","將此MOD安裝到草坪拖拉[机機]上，可收獲玩[家傢][种種]植的作物、野生作物和花卉；這些作物將存入車輛庫存。","Instala este mod en el Tractor de Césped para cosechar cultivos plantados por el jugador, cultivos silvestres y flores; estos se depositarán en el inventario del vehículo.","Инсталирайте този мод на трактора за трева, за да събирате реколтата от засадените от играча култури, дивите култури и цветята; те ще бъдат депозирани в инвентара на превозното средство.","Nainstalujte si tento mod do traktoru na trávu, abyste mohli sklízet plodiny zasazené hráči, divoké plodiny a květiny; ty se budou ukládat do inventáře vozidla.","Installer dette mod på plænetraktoren for at høste spillerens plantede afgrøder, vilde afgrøder og blomster; disse vil blive deponeret i køretøjets inventar.","Εγκαταστήστε αυτό το mod στο τρακτέρ γκαζόν για να συγκομίζετε τις καλλιέργειες που έχουν φυτευτεί από τον παίκτη, τις άγριες καλλιέργειες και τα λουλούδια.Αυτά θα κατατεθούν στο απόθεμα του οχήματος.","Paigalda see mod murutraktorile, et koristada mängija poolt istutatud põllukultuure, metsikultuure ja lilli; need kantakse sõiduki inventari.","Asenna tämä modi nurmikkotraktoriin, jotta voit korjata pelaajan istuttamat sadot, luonnonvaraiset kasvit ja kukat; ne talletetaan ajoneuvon varastoon.","Telepítsd ezt a modot a gyeptraktorra, hogy betakarítsd a játékosok által ültetett terményeket, vadon termő növényeket és virágokat; ezek a járművek leltárába kerülnek.","Instal mod ini ke Traktor Rumput untuk memanen tanaman yang ditanam pemain, tanaman liar, dan bunga; ini akan disimpan ke dalam inventaris kendaraan.","Įdiegę šį modifikavimą į vejos traktoriuką galėsite nuimti žaidėjo pasodintų augalų, laukinių kultūrų ir gėlių derlių, kuris bus perkeltas į transporto priemonės inventorių.","Uzstādiet šo modifikāciju uz zāliena traktora, lai novāktu spēlētāja iestādīto kultūru, savvaļas kultūru un puķu ražu; tās tiks noglabātas transportlīdzekļa inventārā.","Installeer deze mod op de gazontractor om door de speler geplante gewassen, wilde gewassen en bloemen te oogsten; deze zullen in de inventaris van het voertuig worden gedeponeerd.","Instalați acest mod pe tractorul de gazon pentru a recolta culturile plantate de jucător, culturile sălbatice și florile; acestea vor fi depuse în inventarul vehiculului.","Nainštalujte si tento mód do trávnikového traktora, aby ste mohli zbierať plodiny vysadené hráčmi, divoké plodiny a kvety; tie sa budú ukladať do inventára vozidla.","Namestite ta modus na traktor za trato in poberite pridelke, ki jih je posadil igralec, divje pridelke in rože; ti bodo shranjeni v inventarju vozila.","Installera denna mod på gräsmattraktorn för att skörda spelarens planterade grödor, vilda grödor och blommor; dessa kommer att deponeras i fordonets lager."
modVehicleLawnTractorCropsCollectorSchematic,Crop Harvester Mod Schematic,"Mähdrescher Mod Schaltplan",Cosechadora Mod Esquema,"Schéma de la moissonneuse-batteuse",Schema della mietitrice,"農作物収穫機MOD回路図","Schemat modyfikacji kombajnu zbożowego","Esquema de modificação da colheitadeira de culturas","Мод-схема зерноуборочного комбайна","Ekin Biçerdöver Mod Şeması","农作物收割机改装示意图","農作物收割[机機]改裝示意圖",Cosechadora Mod Esquema,"Схема на модула за прибиране на реколтата","Schéma modifikace sklízecí mlátičky","Skema til modifikation af høstmaskine","Σχηματική αναπαράσταση συγκομιδής καλλιεργειών",Saagikoristusmasinate modi skeem,Crop Harvester Mod kaavio,"Termény betakarító mod vázlatrajz",Skema Mod Pemanen Tanaman,"Pasėlių kombaino modifikacijos schema","Augu novākšanas kombains Mod Shēma",Gewasoogst Mod Schema,"Schemă pentru modul de recoltare a recoltei","Schéma modulu zberača plodín",Shema modula za spravilo pridelkov,"Skördetröska Mod Schematisk"
modVehicleLawnTractorCropsProtector,Crop Protector Mod,"Ernteschützer-Mod",Crop Protector Mod,Crop Protector Mod,Mod Protezione delle colture,"クロッププロテクターMOD",Crop Protector Mod,Mod Crop Protector,"Мод Crop Protector",Mahsul Koruyucu Mod,"作物保护器","作物保護器",Crop Protector Mod,"Защитник на културите Mod","Ochránce plodin Mod",Crop Protector Mod,Crop Protector Mod,Saagi kaitsja Mod,Crop Protector Mod,Crop Protector Mod,Mod Pelindung Tanaman,"Pasėlių apsaugos modifikacija",Crop Protector Mod,Gewasbeschermer Mod,Crop Protector Mod,"Ochranca plodín Mod",Crop Protector Mod,Crop Protector Mod
modVehicleLawnTractorCropsProtectorDesc,"Install this mod onto the Lawn Tractor to protect your growing plants. Fully grown plants will still be mowed down, regardless of the crop harvester mod being installed or not.\n\nReduces Damage impact by 60% when installed.","Installieren Sie diesen Mod auf dem Rasentraktor, um Ihre wachsenden Pflanzen zu schützen. Ausgewachsene Pflanzen werden immer noch abgemäht, unabhängig davon, ob die Erntemaschinen-Mod installiert ist oder nicht.\n\nReduziert die Schadenswirkung um 60 %, wenn sie installiert ist.","Instale este mod en el Tractor de Césped para proteger sus plantas en crecimiento. Las plantas completamente crecidas seguirán siendo segadas, independientemente de que el mod de la cosechadora esté instalado o no.","Installez ce mod sur le tracteur de pelouse pour protéger vos plantes en croissance. Les plantes en pleine croissance seront toujours fauchées, que le module de récolte soit installé ou non.\NRéduit l'impact des dégâts de 60 % lorsqu'il est installé.","Installare questa mod sul trattorino per proteggere le piante in crescita. Le piante completamente cresciute saranno comunque falciate, indipendentemente dal fatto che sia installata o meno la mod Raccoglitore di colture.\nRiduce l'impatto dei danni del 60% quando è installata.","このMODをLawn Tractorにインストールすると、成長した植物を保護できます。作物収穫機MODの有無に関わらず、完全に成長した植物は刈り取られます。","Zainstaluj ten mod na traktorze, aby chronić rosnące rośliny. W pełni wyrośnięte rośliny nadal będą koszone, niezależnie od tego, czy mod kombajnu jest zainstalowany, czy nie. Zmniejsza wpływ obrażeń o 60% po zainstalowaniu.","Instale esse mod no Lawn Tractor para proteger suas plantas em crescimento. As plantas totalmente crescidas ainda serão cortadas, independentemente de o mod de colheitadeira estar instalado ou não.\n\nReduz o impacto do dano em 60% quando instalado.","Установите этот мод на газонный трактор, чтобы защитить растущие растения. Полностью выросшие растения все равно будут скошены, независимо от того, установлен ли мод на комбайн или нет.\n\nУменьшает наносимый урон на 60% при установке.","Büyüyen bitkilerinizi korumak için bu modu Çim Traktörüne yükleyin. Tamamen yetişmiş bitkiler, ekin biçme makinesi modunun takılı olup olmadığına bakılmaksızın biçilmeye devam edecektir.\n\nYüklendiğinde Hasar etkisini %60 azaltır.","将此MOD安装到草坪拖拉机上以保护您正在生长的植物。无论是否安装了作物收割机MOD，完全生长的植物仍然会被割倒。","將此MOD安裝到草坪拖拉[机機]上以保護您正在生長的植物。無論是否安裝[了瞭]作物收割[机機]MOD，完全生長的植物仍然會被割倒。","Instale este mod en el Tractor de Césped para proteger sus plantas en crecimiento. Las plantas completamente crecidas seguirán siendo segadas, independientemente de que el mod de la cosechadora esté instalado o no.","Инсталирайте тази модификация на трактора за трева, за да защитите растящите си растения. Напълно порасналите растения все пак ще бъдат окосени, независимо дали модът за събиране на реколтата е инсталиран или не.\n\nНамалява въздействието на щетите с 60%, когато е инсталиран.","Nainstalujte tento mod na traktor na trávu, abyste ochránili rostoucí rostliny. Plně vzrostlé rostliny budou stále posekány bez ohledu na to, zda je či není nainstalován mod sklízecí mlátičky.\n\nPo instalaci se sníží dopad poškození o 60 %.","Installer dette mod på plænetraktoren for at beskytte dine voksende planter. Fuldvoksne planter vil stadig blive klippet ned, uanset om afgrødehøstermod'et er installeret eller ej.\n\nReducer skadespåvirkningen med 60%, når det er installeret.","Εγκαταστήστε αυτό το mod στο τρακτέρ γκαζόν για να προστατέψετε τα αναπτυσσόμενα φυτά σας. Τα πλήρως ανεπτυγμένα φυτά θα εξακολουθούν να κουρεύονται, ανεξάρτητα από την εγκατάσταση ή όχι του μοντέλου συγκομιδής καλλιεργειών.\n\n\nΜειώνει την επίπτωση των ζημιών κατά 60% όταν είναι εγκατεστημένο.","Paigaldage see mod murutraktorile, et kaitsta oma kasvavaid taimi. Täiskasvanud taimed niidetakse ikkagi maha, olenemata sellest, kas viljakoristusmood on paigaldatud või mitte.\n\nVähendab kahju mõju 60% võrra, kui see on paigaldatud.","Asenna tämä modi ruohotraktoriin suojellaksesi kasvavia kasveja. Täysikasvuiset kasvit niitetään edelleen riippumatta siitä, onko sadonkorjuumodi asennettu vai ei.\n\nVähentää vahinkovaikutusta 60 %, kun se on asennettu.","Telepítse ezt a modot a gyeptraktorra, hogy megvédje a növekvő növényeket. A teljesen kifejlett növények továbbra is le lesznek kaszálva, függetlenül attól, hogy a terménybetakarító mod telepítve van-e vagy sem.\n\n\nA telepítés után 60%-kal csökkenti a kárhatást.","Pasang mod ini ke Traktor Rumput untuk melindungi tanaman Anda yang sedang tumbuh. Tanaman yang sudah dewasa akan tetap dipangkas, terlepas dari apakah mod pemanen tanaman dipasang atau tidak.\n\nMengurangi dampak kerusakan hingga 60% saat dipasang.","Įdiekite šį modifikavimą į vejos traktorių, kad apsaugotumėte augančius augalus. Visiškai užaugę augalai vis tiek bus nupjauti, nepriklausomai nuo to, ar įdiegtas derliaus nuėmimo modifikavimas, ar ne.\n\nĮdiegus modifikaciją, žalos poveikis sumažėja 60 %.","Uzstādiet šo modifikāciju uz zāliena traktora, lai aizsargātu augošos augus. Pilnībā izauguši augi joprojām tiks nopļauti neatkarīgi no tā, vai ir vai nav uzstādīts ražas novākšanas modelis.\n\nSamazina bojājumu ietekmi par 60 %, ja tas ir uzstādīts.","Installeer deze mod op de gazontractor om je groeiende planten te beschermen. Volgroeide planten worden nog steeds neergemaaid, ongeacht of de oogstmod al dan niet is geïnstalleerd.","Instalați acest mod pe tractorul de gazon pentru a vă proteja plantele în creștere. Plantele complet crescute vor fi în continuare cosite, indiferent dacă modul de recoltare a culturilor este instalat sau nu.\n\nReduce impactul pagubelor cu 60% atunci când este instalat.","Nainštalujte si túto úpravu na traktor na trávu, aby ste ochránili svoje rastúce rastliny. Plne rozrastené rastliny budú aj tak pokosené bez ohľadu na to, či je alebo nie je nainštalovaný mod zberača plodín.\n\nPo inštalácii sa dopad poškodenia zníži o 60 %.","Namestite ta modus na traktor za trato in zaščitite rastoče rastline. Polno rastoče rastline bodo še vedno pokošene, ne glede na to, ali je nameščen mod za spravilo pridelkov ali ne.\n\nPo namestitvi se učinek poškodb zmanjša za 60 %.","Installera denna mod på traktorn för att skydda dina växande växter. Fullvuxna växter kommer fortfarande att klippas ner, oavsett om modden för skördetröska är installerad eller inte.\n\nReducerar skadorna med 60 % när den är installerad."
modVehicleLawnTractorCropsProtectorSchematic,Crop Protector Mod Schematic,Crop Protector Mod Schaltplan,Esquema de Crop Protector Mod,Crop Protector Mod Schematic,Schema del mod. Crop Protector,"クロッププロテクターMOD回路図",Schemat moda Crop Protector,Esquema do Mod Crop Protector,Crop Protector Mod Schematic,"Mahsul Koruyucu Mod Şeması","作物保护器改装示意图","作物保護器改裝示意圖",Esquema de Crop Protector Mod,"Схема на модула Crop Protector Mod","Schéma modifikace Crop Protector Mod",Crop Protector Mod skematisk,"Crop Protector Mod Σχηματική αναπαράσταση",Saagi kaitsemoodulite skeem,Crop Protector Mod Kaavio,"Crop Protector Mod vázlatrajz",Skema Mod Pelindung Tanaman,"Pasėlių apsaugos modifikacijos schema","Crop Protector Mod shēma",Gewasbeschermer Mod Schema,"Schemă de protecție a culturilor Mod","Schéma modulu Crop Protector Mod",Shema modula Crop Protector Mod,"Schematisk bild för Crop Protector Mod"
modVehicleLawnTractorCropsReseeder,Crop Reseeder Mod,Ernte Wiedereinsetzer Mod,Mod. resembrador de cultivos,Crop Reseeder Mod,Mod. Reseeder di colture,"作物播種機MOD",Crop Reseeder Mod,Mod. de semeador de culturas,"Мод для проращивания сельскохозяйственных культур",Crop Reseeder Mod,"农作物播种机","農作物播[种種][机機]",Mod. resembrador de cultivos,"Мод за пресяване на култури",Modifikace Crop Reseeder,"Modifikation af afgrøde-resemaskine","Καλλιέργεια Reseeder Mod",Saagi Reseeder Mod,Crop Reseeder Mod,Crop Reseeder Mod,Mod Pengubah Pangkas Tanaman (Crop Reseeder Mod),"Pasėlių atsėjimo modifikacija","Augkopības Reseeder Mod",Gewas opnieuw inzaaien Mod,Modul de recoltare a recoltei,"Modul Reseeder plodín","Modul za ponovno osipavanje poljščin","Modifierad resemaskin för grödor"
modVehicleLawnTractorCropsReseederDesc,"Install this mod onto the Lawn Tractor to reseed crops harvested by Crop Harvester mod. So doesn't make much sense on its own.\n\nReduces Damage impact by 60% when installed.","Installieren Sie diesen Mod auf dem Rasentraktor, um mit dem Erntemaschinen-Mod geerntete Pflanzen neu zu säen. Macht also alleine nicht viel Sinn.\n\nReduziert die Schadenswirkung um 60%, wenn installiert.","Instala este mod en el Tractor de Césped para resembrar los cultivos cosechados por el mod Cosechadora. Así que no tiene mucho sentido por sí mismo.Reduce el impacto de Daño en un 60% cuando se instala.","Installez ce mod sur le tracteur de pelouse pour réensemencer les cultures récoltées par le mod Crop Harvester. Il n'a donc pas beaucoup de sens en soi. Réduit l'impact des dégâts de 60 % lorsqu'il est installé.","Installare questa mod sul trattorino per riseminare le colture raccolte dalla mod Crop Harvester. Quindi non ha molto senso da sola.\nRiduce l'impatto dei danni del 60% quando è installata.","このMODを芝生トラクターにインストールすると、Crop Harvester MODで収穫した作物を再播種することができます。このMODを芝生トラクターに取り付けると、Crop Harvester MODで収穫した作物を再収穫することができます。","Zainstaluj ten mod na Lawn Tractor, aby ponownie obsiać uprawy zebrane przez mod Crop Harvester. Sam w sobie nie ma więc większego sensu. Zmniejsza wpływ obrażeń o 60% po zainstalowaniu.","Instale esse mod no Lawn Tractor para semear novamente as plantações colhidas pelo mod Crop Harvester. Portanto, não faz muito sentido por si só.\n\nReduz o impacto do dano em 60% quando instalado.","Установите этот мод на трактор ""Газон"", чтобы засеять посевы, собранные модом Crop Harvester. Сам по себе он не имеет особого смысла.\n\nУменьшает наносимый урон на 60% при установке.","Ekin Biçerdöver moduyla hasat edilen ekinleri yeniden ekmek için bu modu Çim Traktörüne yükleyin. Yani tek başına pek bir anlam ifade etmez.\n\nYüklendiğinde Hasar etkisini %60 azaltır.","将此MOD安装到草坪拖拉机上，重新播种作物收割机MOD收割的作物。安装后，伤害影响降低60%。","將此MOD安裝到草坪拖拉[机機]上，重新播[种種]作物收割[机機]MOD收割的作物。安裝[后後]，傷害影響降低60%。","Instala este mod en el Tractor de Césped para resembrar los cultivos cosechados por el mod Cosechadora. Así que no tiene mucho sentido por sí mismo.Reduce el impacto de Daño en un 60% cuando se instala.","Инсталирайте този мод на трактора за трева, за да засеете отново културите, събрани от мода Crop Harvester. Така че сам по себе си няма особен смисъл.\n\nНамалява въздействието на щетите с 60%, когато е инсталиран.","Nainstalujte tento mod do traktoru na trávu, abyste mohli znovu zasít plodiny sklizené modem Crop Harvester. Sám o sobě tedy nedává moc smysl.\n\nPo instalaci snižuje dopad poškození o 60 %.","Installer dette mod på plænetraktoren for at efterså afgrøder, der er høstet med Crop Harvester-moddet. Så det giver ikke meget mening i sig selv.\n\nReducer skadespåvirkningen med 60%, når det er installeret.","Εγκαταστήστε αυτό το mod στο τρακτέρ γκαζόν για να ξανασπείρετε τις καλλιέργειες που συγκομίστηκαν με το mod Crop Harvester. Έτσι, δεν έχει νόημα από μόνο του.\n\nΜειώνει την επίδραση των ζημιών κατά 60% όταν εγκατασταθεί.","Paigalda see mod murutraktorile, et külvata uuesti põllukultuure, mis on koristatud viljapüüdja modiga. Seega ei ole sellel üksi palju mõtet.\n\nVähendab paigaldamisel kahju mõju 60% võrra.","Asenna tämä modi nurmikkotraktoriin, jotta voit kylvää Crop Harvester -modilla korjattuja satoja uudelleen. Ei siis ole kovin järkevää yksinään.\n\nVähentää vahingon vaikutusta 60 %, kun se on asennettu.","Telepítse ezt a modot a gyeptraktorra a Crop Harvester mod által betakarított növények újravetéséhez. Önmagában tehát nincs sok értelme.\n\n\nElőrendezéskor 60%-kal csökkenti a kárhatást.",Instal mod ini ke Traktor Rumput untuk menyemai kembali tanaman yang dipanen oleh mod Pemanen Tanaman. Jadi tidak masuk akal dengan sendirinya.\n\nMengurangi dampak Kerusakan hingga 60% saat dipasang.,"Įdiekite šį modifikavimą į vejos traktorių, kad galėtumėte atsėti pasėlius, nuimtus naudojant modifikaciją ""Crop Harvester"". Taigi pats savaime jis neturi didelės prasmės.\n\nSumažina žalos poveikį 60 %.","Uzstādiet šo moduli uz zāliena traktora, lai atkārtoti iesētu labību, kas novākta ar Crop Harvester moduli. Tāpēc pašam par sevi tam nav lielas jēgas.\n\nSamazina bojājumu ietekmi par 60%, kad tas ir uzstādīts.","Installeer deze mod op de gazontractor om gewassen geoogst met de mod Crop Harvester opnieuw in te zaaien. Dus op zichzelf heeft het niet veel zin. Verlaagt de schade-impact met 60% wanneer deze mod is geïnstalleerd.","Instalați acest mod pe tractorul de gazon pentru a reînsămânța culturile recoltate cu modul Crop Harvester. Așa că nu prea are sens de unul singur.\n\nReduce impactul pagubelor cu 60% atunci când este instalat.","Nainštalujte tento mód na trávnikový traktor, aby ste mohli znovu zasiať plodiny zozbierané pomocou módu Crop Harvester. Samostatne teda nemá veľký zmysel.\n\nPo inštalácii znižuje dopad poškodenia o 60 %.","Ta mod namestite na traktor za trato, da ponovno posejete poljščine, ki jih pospravite z modom žetev žita. Sam po sebi nima veliko smisla.\n\nZmanjša vpliv škode za 60 %, ko je nameščen.","Installera denna mod på gräsmattetraktorn för att så om grödor som skördats av Crop Harvester mod. Så det är inte mycket vettigt på egen hand.\n\nMinskar skadepåverkan med 60% när den är installerad."
modVehicleLawnTractorCropsReseederSchematic,Crop Reseeder Mod Schematic,Crop Reseeder Mod Schaltplan,Esquema Crop Reseeder Mod,"Schéma modulaire de l'ensemenceur de cultures",Schema del mod. di estirpazione delle colture,"作物播種機MODの回路図","Schemat modyfikacji podsiewacza plonów",Esquema do modificador de semeadura de culturas,"Мод-схема протравливателя сельскохозяйственных культур","Ekin Yeniden Ekim Makinesi Mod Şeması","农作物播种机改装示意图","農作物播[种種][机機]改裝示意圖",Esquema Crop Reseeder Mod,"Схема на модула за пресяване на култури","Schéma modifikace Reseeder Crop","Skema til modifikation af afgrøderesere","Crop Reseeder Mod Σχηματική απεικόνιση",Saagi Reseeder Modi skeem,Crop Reseeder Mod Kaavio,"Crop Reseeder Mod vázlatrajz",Skema Mod Modifikasi Pangkas Ulang Tanaman,"Pasėlių sėjamosios modifikacijos schema","Augu atkārtotas sējas sējmašīnas Mod shēma",Gewasherzaaimachine Mod Schema,"Schemă pentru modul Crop Reseeder","Schéma modulu Reseeder pre plodiny",Shema modula za presejanje posevkov,"Schematisk bild av resemaskin för grödor"
